512	0.000346	0.000236	
1024	0.000246	0.000237	
1536	0.000348	0.000238	
2048	0.000313	0.000240	
2560	0.000233	0.000241	
3072	0.000237	0.000243	
3584	0.000189	0.000244	
4096	0.000183	0.000246	
4608	0.000197	0.000247	
5120	0.000237	0.000249	
5632	0.000234	0.000250	
6144	0.000251	0.000251	
6656	0.000250	0.000253	
7168	0.000208	0.000254	
7680	0.000242	0.000256	
8192	0.000258	0.000257	
8704	0.000240	0.000259	
9216	0.000191	0.000260	
9728	0.000164	0.000262	
10240	0.000170	0.000263	
10752	0.000253	0.000264	
11264	0.000237	0.000266	
11776	0.000249	0.000267	
12288	0.000245	0.000269	
12800	0.000273	0.000270	
13312	0.000246	0.000272	
13824	0.000241	0.000273	
14336	0.000242	0.000275	
14848	0.000260	0.000276	
15360	0.000221	0.000277	
15872	0.000257	0.000279	
16384	0.000244	0.000280	
16896	0.000245	0.000282	
17408	0.000243	0.000283	
17920	0.000260	0.000285	
18432	0.000243	0.000286	
18944	0.000250	0.000288	
19456	0.000246	0.000289	
19968	0.000242	0.000291	
20480	0.000242	0.000292	
20992	0.000235	0.000293	
21504	0.000247	0.000295	
22016	0.000245	0.000296	
22528	0.000245	0.000298	
23040	0.000261	0.000299	
23552	0.000243	0.000301	
24064	0.000255	0.000302	
24576	0.000247	0.000304	
25088	0.000268	0.000305	
25600	0.000251	0.000306	
26112	0.000230	0.000308	
26624	0.000187	0.000309	
27136	0.000259	0.000311	
27648	0.000248	0.000312	
28160	0.000248	0.000314	
28672	0.000254	0.000315	
29184	0.000250	0.000317	
29696	0.000243	0.000318	
30208	0.000254	0.000319	
30720	0.000248	0.000321	
31232	0.000210	0.000322	
31744	0.000243	0.000324	
32256	0.000235	0.000325	
32768	0.000254	0.000327	
33280	0.000261	0.000328	
33792	0.000246	0.000330	
34304	0.000255	0.000331	
34816	0.000249	0.000332	
35328	0.000254	0.000334	
35840	0.000251	0.000335	
36352	0.000250	0.000337	
36864	0.000218	0.000338	
37376	0.000263	0.000340	
37888	0.000233	0.000341	
38400	0.000260	0.000343	
38912	0.000276	0.000344	
39424	0.000245	0.000346	
39936	0.000195	0.000347	
40448	0.000186	0.000348	
40960	0.000266	0.000350	
41472	0.000261	0.000351	
41984	0.000248	0.000353	
42496	0.000208	0.000354	
43008	0.000251	0.000356	
43520	0.000233	0.000357	
44032	0.000260	0.000359	
44544	0.000259	0.000360	
45056	0.000264	0.000361	
45568	0.000200	0.000363	
46080	0.000192	0.000364	
46592	0.000218	0.000366	
47104	0.000257	0.000367	
47616	0.000251	0.000369	
48128	0.000256	0.000370	
48640	0.000247	0.000372	
49152	0.000245	0.000373	
49664	0.000260	0.000374	
50176	0.000260	0.000376	
50688	0.000249	0.000377	
51200	0.000284	0.000379	
51712	0.000255	0.000380	
52224	0.000213	0.000382	
52736	0.000274	0.000383	
53248	0.000271	0.000385	
53760	0.000259	0.000386	
54272	0.000265	0.000387	
54784	0.000245	0.000389	
55296	0.000283	0.000390	
55808	0.000258	0.000392	
56320	0.000271	0.000393	
56832	0.000217	0.000395	
57344	0.000201	0.000396	
57856	0.000231	0.000398	
58368	0.000261	0.000399	
58880	0.000259	0.000400	
59392	0.000257	0.000402	
59904	0.000258	0.000403	
60416	0.000248	0.000405	
60928	0.000283	0.000406	
61440	0.000260	0.000408	
61952	0.000256	0.000409	
